@relation 'processed-weka.filters.unsupervised.attribute.Remove-R1-28,56-61-weka.filters.unsupervised.attribute.Remove-R17,20-25-weka.filters.unsupervised.attribute.Remove-R3-6,14'

@attribute stress_level_bin {Low,Moderate,High}
@attribute 'daily_screen_time_hours (Normalized)' numeric
@attribute 'social_media_hours (Normalized)' numeric
@attribute 'work_related_hours (Normalized)' numeric
@attribute 'entertainment_hours (Normalized)' numeric
@attribute 'gaming_hours (Normalized)' numeric
@attribute 'sleep_duration_hours (Normalized)' numeric
@attribute 'sleep_quality (Normalized)' numeric
@attribute 'mood_rating (Normalized)' numeric
@attribute 'physical_activity_hours_per_week (Normalized)' numeric
@attribute 'mental_health_score (Normalized)' numeric
@attribute 'weekly_anxiety_score (Normalized)' numeric
@attribute 'mindfulness_minutes_per_day (Normalized)' numeric
@attribute 'uses_wellness_apps (Encoded)' numeric
@attribute 'eats_healthy (Encoded)' numeric

@data
Moderate,0.311111,0.833333,0.763158,0.410256,0.368421,0.555556,1,0.322222,0,0.478261,0.380952,0.186486,0,0
Moderate,0.233333,0.714286,0.684211,0.333333,0.421053,0.611111,0.5,0.666667,0,0.449275,0.238095,0.448649,0,1
High,0.711111,1,0.868421,0.128205,0.289474,0.694444,0.75,0,0,0.275362,0.428571,0.313514,0,0
Low,0.244444,0.166667,0.184211,0.692308,0.657895,0.5,0.75,0.9,0.322034,0.594203,0,0.386486,1,1
Moderate,0.444444,0.619048,0.684211,0.461538,0.473684,0.583333,0.75,0.511111,0.262712,0.666667,0.238095,0.224324,0,0
Moderate,0.377778,0.571429,0.684211,0.487179,0.473684,0.666667,0.75,0.5,0.330508,0.434783,0.238095,0.186486,0,1
High,0.377778,0.857143,0.868421,0.461538,0.5,0.666667,0.75,0,0,0.202899,0.47619,0.232432,0,1
Moderate,0.622222,0.880952,0.789474,0.435897,0.157895,0.472222,0.5,0.433333,0.262712,0.507246,0.47619,0.305405,0,1
High,0.5,0.857143,0.868421,0.410256,0.131579,0.472222,0.75,0.088889,0.169492,0.478261,0.666667,0.497297,0,0
Moderate,0.555556,0.785714,0.684211,0.461538,0.342105,0.777778,0.75,0.477778,0.186441,0.449275,0.52381,0.289189,0,0
Moderate,0.533333,0.833333,0.815789,0.461538,0.210526,0.472222,1,0.344444,0.059322,0.57971,0.52381,0.467568,0,0
Low,0.488889,0.452381,0.657895,0.487179,0.447368,0.472222,0.75,0.711111,0.610169,0.623188,0.190476,0.718919,1,0
Low,0.266667,0.52381,0.736842,0.307692,0.657895,0.722222,1,0.633333,0.601695,0.797101,0.142857,0.464865,1,1
Low,0.077778,0.119048,0.210526,0.589744,0.736842,0.694444,1,0.788889,0.415254,0.84058,0,0.389189,1,0
Low,0.555556,0.119048,0.105263,0.538462,0.710526,0.333333,0.5,0.766667,0.584746,0.797101,0.285714,0.62973,0,1
Moderate,0.266667,0.857143,0.710526,0.666667,0.236842,0.75,0.75,0.388889,0.194915,0.57971,0.333333,0.37027,1,0
Moderate,0.722222,0.785714,0.789474,0.282051,0.368421,0.388889,0.5,0.377778,0.169492,0.376812,0.380952,0.467568,0,1
High,0.433333,1,0.894737,0.512821,0.289474,0.5,0.75,0.233333,0.110169,0.333333,0.47619,0.132432,0,1
High,0.766667,1,0.815789,0.051282,0.263158,0.805556,0.75,0,0,0.217391,0.857143,0.202703,0,0
High,0.655556,1,0.842105,0.051282,0.421053,0.444444,0.75,0,0.008475,0.347826,0.47619,0.078378,0,1
Moderate,0.566667,0.571429,0.657895,0.538462,0.631579,0.5,0.5,0.388889,0.372881,0.57971,0.333333,0.216216,0,0
Low,0.133333,0.47619,0.605263,0.461538,0.657895,0.777778,1,0.644444,0.635593,0.695652,0.142857,0.4,1,0
High,0.333333,1,0.842105,0.666667,0.342105,0.444444,0.75,0.277778,0.09322,0.304348,0.571429,0.140541,0,1
Moderate,0.055556,0.666667,0.815789,0.538462,0.394737,0.75,0.75,0.544444,0.898305,0.565217,0.380952,0.659459,0,1
High,0.722222,1,0.789474,0.358974,0.131579,0.583333,0.75,0.111111,0.161017,0.463768,0.571429,0.340541,0,1
Low,0.322222,0.119048,0.184211,0.512821,0.763158,0.777778,1,0.955556,0.338983,0.797101,0.142857,0.513514,0,1
Low,0.433333,0.357143,0.447368,0.692308,0.5,0.638889,0.75,0.788889,0.5,0.84058,0.333333,0.513514,0,1
Moderate,0.366667,0.857143,0.736842,0.358974,0.394737,0.416667,0.75,0.322222,0.29661,0.521739,0.619048,0.283784,1,1
Moderate,0.377778,0.857143,0.815789,0.487179,0.342105,0.638889,0.75,0.244444,0.177966,0.463768,0.428571,0.245946,0,0
High,0.544444,1,0.868421,0.384615,0.184211,0.333333,0.5,0.1,0.059322,0.26087,0.904762,0.267568,0,1
High,0.355556,0.809524,0.868421,0.358974,0.368421,0.75,0.75,0.044444,0.067797,0.536232,0.428571,0.143243,1,0
Low,0.211111,0.357143,0.394737,0.692308,0.473684,0.777778,0.75,0.711111,0.364407,0.637681,0.190476,0.337838,0,1
High,0.444444,0.904762,0.789474,0.358974,0.236842,0.583333,0.75,0.188889,0.135593,0.434783,0.428571,0.162162,0,0
Moderate,0.555556,0.571429,0.631579,0.538462,0.473684,0.555556,1,0.422222,0.220339,0.507246,0.380952,0.627027,0,0
High,0.644444,1,0.736842,0.230769,0.289474,0.472222,0.75,0,0,0.15942,1,0.208108,0,0
Low,0.088889,0.071429,0.131579,0.74359,0.631579,0.638889,0.75,0.744444,0.542373,0.811594,0.047619,0.335135,0,0
Low,0.522222,0.333333,0.421053,0.666667,0.368421,0.666667,0.75,0.833333,0.423729,0.73913,0.047619,0.421622,1,1
Low,0.088889,0.119048,0.052632,0.512821,0.763158,0.611111,1,0.866667,0.347458,0.768116,0.047619,0.624324,1,0
High,0.244444,0.880952,0.868421,0.282051,0.605263,0.916667,1,0.455556,0,0.376812,0.571429,0.445946,1,0
Low,0.188889,0.357143,0.473684,0.615385,0.684211,0.638889,0.75,0.833333,0.364407,0.753623,0.190476,0.343243,0,0
High,0.777778,1,0.763158,0.25641,0.210526,0.611111,0.5,0.022222,0,0.246377,0.809524,0.051351,0,1
High,0.777778,1,0.815789,0.153846,0.315789,0.222222,0.5,0.077778,0,0.333333,0.761905,0.4,0,1
Moderate,0.388889,0.785714,0.842105,0.205128,0.368421,0.5,1,0.433333,0.152542,0.623188,0.571429,0.335135,1,0
High,0.411111,1,0.868421,0.282051,0.289474,0.694444,0.75,0,0.084746,0.405797,0.761905,0.42973,1,1
High,0.5,1,0.815789,0.384615,0.263158,0.583333,0.5,0.111111,0.050847,0.347826,0.47619,0.062162,0,0
Moderate,0.522222,0.642857,0.842105,0.358974,0.421053,0.527778,1,0.377778,0.313559,0.594203,0.142857,0.294595,0,0
Low,0.422222,0.309524,0.342105,0.538462,0.631579,0.694444,0.75,0.544444,0.338983,0.536232,0.238095,0.340541,1,0
Moderate,0.511111,0.785714,0.789474,0.333333,0.526316,0.805556,0.75,0.188889,0.118644,0.521739,0.571429,0.518919,0,1
Low,0.411111,0.095238,0.210526,0.769231,0.684211,0.388889,0.75,1,0.372881,0.782609,0.190476,0.324324,1,0
High,0.622222,1,0.842105,0.564103,0.263158,0.611111,0.5,0.122222,0.135593,0.347826,0.571429,0.343243,0,0
Low,0.155556,0.52381,0.578947,0.384615,0.447368,0.583333,1,0.911111,0.245763,0.565217,0.238095,0.502703,0,1
Low,0.011111,0.404762,0.710526,0.461538,0.552632,0.805556,0.75,0.577778,0.118644,0.652174,0.380952,0.748649,0,0
Low,0.544444,0.5,0.578947,0.589744,0.631579,0.444444,0.5,0.655556,0.381356,0.623188,0.238095,0.254054,0,0
Low,0.211111,0.214286,0.052632,0.641026,0.684211,0.694444,1,0.866667,0.381356,0.73913,0.047619,0.354054,0,1
High,0.644444,1,0.789474,0.538462,0.368421,0.555556,0.75,0,0.135593,0.362319,0.952381,0.378378,0,0
Low,0.055556,0.142857,0.236842,0.538462,0.815789,0.583333,1,0.866667,0.40678,0.681159,0.095238,0.632432,1,1
High,0.588889,1,0.789474,0.153846,0.368421,0.444444,0.75,0,0.016949,0.275362,0.428571,0.083784,0,0
Moderate,0.411111,0.619048,0.763158,0.435897,0.578947,0.527778,0.75,0.522222,0.271186,0.565217,0.285714,0.343243,1,1
High,0.744444,0.857143,0.815789,0.410256,0.289474,0.222222,0.75,0.277778,0.059322,0.362319,0.619048,0.205405,1,0
High,0.566667,1,0.973684,0.179487,0.236842,0.583333,0.75,0,0,0.188406,0.714286,0.135135,0,1
High,0.488889,1,0.868421,0.435897,0.315789,0.722222,0.75,0.088889,0.118644,0.492754,0.571429,0.075676,1,0
High,0.733333,1,0.868421,0.282051,0.157895,0.277778,0.5,0,0,0.231884,0.666667,0.013514,0,0
Low,0.188889,0.190476,0.052632,0.615385,0.631579,0.722222,0.75,0.788889,0.288136,0.681159,0.047619,0.637838,1,1
Moderate,0.255556,0.714286,0.736842,0.358974,0.421053,0.666667,0.75,0.222222,0.305085,0.434783,0.47619,0.294595,1,1
Moderate,0.522222,0.785714,0.868421,0.25641,0.157895,0.444444,0.75,0.322222,0.161017,0.478261,0.47619,0.383784,0,1
Low,0.144444,0.404762,0.710526,0.435897,0.526316,0.916667,0.75,0.711111,0.220339,0.594203,0.285714,0.72973,1,0
High,0.655556,0.97619,0.763158,0.307692,0.578947,0.638889,1,0.177778,0,0.492754,0.619048,0.162162,0,1
High,0.688889,1,0.815789,0.333333,0.368421,0.638889,0.5,0,0,0.231884,0.761905,0.235135,0,0
High,0.466667,1,0.789474,0.384615,0.263158,0.555556,0.75,0.1,0,0.362319,0.714286,0.256757,0,0
Moderate,0.311111,0.833333,0.815789,0.512821,0.236842,0.388889,0.75,0.3,0.008475,0.391304,0.666667,0.235135,0,0
High,0.755556,1,0.894737,0.230769,0.315789,0.472222,0.75,0,0.050847,0.275362,0.809524,0.232432,1,0
Moderate,0.344444,0.642857,0.684211,0.358974,0.368421,0.555556,0.5,0.4,0.152542,0.623188,0.190476,0.727027,0,1
High,0.555556,0.880952,0.842105,0.333333,0.447368,0.638889,0.75,0.1,0.127119,0.362319,0.52381,0.356757,0,0
Moderate,0.333333,0.666667,0.736842,0.717949,0.342105,0.5,0.75,0.444444,0.491525,0.594203,0.190476,0.197297,0,1
Moderate,0.477778,0.761905,0.842105,0.487179,0.263158,0.722222,1,0.322222,0.050847,0.449275,0.571429,0.213514,0,0
Moderate,0.011111,0.642857,0.631579,0.333333,0.447368,0.583333,1,0.422222,0.186441,0.492754,0.285714,0.367568,0,0
Low,0.533333,0.428571,0.552632,0.435897,0.657895,0.611111,0.75,0.766667,0.288136,0.57971,0.285714,0.732432,1,1
High,0.588889,1,0.894737,0.076923,0.342105,0.416667,0.75,0.066667,0,0.333333,0.619048,0.167568,0,1
Moderate,0.622222,0.571429,0.710526,0.487179,0.315789,0.472222,0.5,0.422222,0.432203,0.565217,0.238095,0.545946,1,0
Moderate,0.4,0.619048,0.736842,0.615385,0.289474,0.388889,0.5,0.455556,0.338983,0.666667,0.285714,0.491892,1,0
High,0.666667,1,0.763158,0.25641,0.342105,0.5,0.5,0,0.20339,0.289855,0.714286,0.056757,1,1
High,0.666667,1,0.921053,0.205128,0.105263,0.333333,0.75,0,0,0.362319,0.857143,0.035135,0,0
Moderate,0.488889,0.619048,0.684211,0.333333,0.421053,0.611111,1,0.666667,0.423729,0.652174,0.333333,0.281081,0,1
High,0.677778,1,0.894737,0.333333,0.263158,0.583333,0.5,0,0,0.333333,0.47619,0.140541,1,1
High,0.7,1,0.842105,0.358974,0.236842,0.472222,0.75,0.088889,0,0.304348,0.428571,0.32973,0,0
Low,0.233333,0.333333,0.473684,0.717949,0.684211,0.527778,1,0.944444,0.389831,0.869565,0.142857,0.897297,0,1
Moderate,0.688889,0.857143,0.842105,0.564103,0.526316,0.527778,0.5,0.166667,0.186441,0.492754,0.285714,0.591892,1,0
High,0.488889,0.97619,0.815789,0.307692,0.263158,0.666667,0.5,0.366667,0.194915,0.333333,0.47619,0.108108,1,1
High,0.666667,0.880952,0.789474,0.564103,0.263158,0.472222,0.75,0.111111,0.279661,0.275362,0.666667,0.508108,0,1
Moderate,0.411111,0.595238,0.710526,0.435897,0.315789,0.5,1,0.411111,0.194915,0.57971,0.285714,0.378378,0,0
High,0.277778,0.928571,0.815789,0.461538,0.289474,0.444444,1,0.411111,0,0.362319,0.428571,0.510811,0,0
High,0.666667,1,0.947368,0.307692,0.236842,0.527778,0.5,0.044444,0.186441,0.376812,0.857143,0.189189,1,1
Moderate,0.255556,0.690476,0.710526,0.179487,0.394737,0.75,0.75,0.2,0.135593,0.550725,0.238095,0.564865,0,0
High,0.877778,1,0.868421,0.282051,0.342105,0.611111,0.5,0.022222,0.09322,0.217391,0.619048,0.22973,0,1
Low,0.277778,0.380952,0.394737,0.666667,0.657895,0.638889,0.75,0.844444,0.347458,0.681159,0.047619,0.332432,1,0
Moderate,0.388889,0.809524,0.868421,0.487179,0.157895,0.361111,0.75,0.4,0.144068,0.478261,0.428571,0.318919,0,1
Low,0.411111,0.333333,0.473684,0.666667,0.631579,0.5,0.75,0.688889,0.449153,0.811594,0.190476,0.402703,0,0
High,0.711111,1,0.763158,0.153846,0.263158,0.611111,0.75,0,0,0.275362,0.857143,0.02973,0,0
Low,0.066667,0.190476,0.157895,0.615385,0.631579,0.777778,0.75,0.966667,0.262712,0.710145,0.047619,0.389189,1,1
Moderate,0.433333,0.833333,0.815789,0.358974,0.289474,0.388889,0.75,0.311111,0.110169,0.449275,0.190476,0.140541,0,0
High,0.6,1,0.842105,0.384615,0.315789,0.777778,0.75,0.2,0,0.362319,0.666667,0.151351,0,0
Moderate,0.511111,0.785714,0.815789,0.538462,0.289474,0.361111,0.75,0.044444,0.279661,0.478261,0.380952,0.213514,1,0
High,0.422222,1,0.894737,0.051282,0.368421,0.5,0.75,0,0,0.304348,0.52381,0.124324,0,0
High,0.733333,1,0.868421,0.102564,0.289474,0.527778,0.5,0,0,0.202899,0.666667,0.116216,0,1
Moderate,0.288889,0.738095,0.684211,0.307692,0.421053,0.583333,1,0.555556,0.084746,0.492754,0.333333,0.462162,0,0
High,0.411111,0.952381,0.736842,0.205128,0.184211,0.527778,0.75,0.2,0.144068,0.434783,0.571429,0.416216,0,0
Moderate,0.355556,0.761905,0.631579,0.25641,0.394737,0.583333,0.75,0.266667,0.033898,0.391304,0.47619,0.572973,1,1
High,0.122222,0.952381,0.815789,0.358974,0.368421,0.777778,1,0.255556,0.127119,0.434783,0.47619,0.462162,0,1
Moderate,0.333333,0.547619,0.657895,0.435897,0.394737,0.833333,0.75,0.366667,0.576271,0.73913,0.333333,0.324324,1,1
High,0.477778,1,0.868421,0.358974,0.342105,0.583333,0.75,0.122222,0,0.318841,0.666667,0.313514,0,1
Moderate,0.4,0.761905,0.763158,0.307692,0.421053,0.472222,0.75,0.133333,0.288136,0.608696,0.333333,0.137838,1,1
Moderate,0.511111,0.52381,0.684211,0.641026,0.447368,0.527778,0.5,0.522222,0.067797,0.449275,0.428571,0.548649,0,0
High,0.744444,1,0.842105,0.179487,0.078947,0.722222,0.75,0,0.084746,0.304348,0.761905,0.175676,0,0
High,0.911111,1,0.736842,0.25641,0.394737,0.527778,0.75,0.022222,0,0.391304,0.619048,0.02973,1,0
High,0.355556,1,0.868421,0.435897,0.289474,0.777778,0.75,0.133333,0,0.391304,0.47619,0.32973,1,1
Low,0.322222,0.452381,0.578947,0.589744,0.526316,0.694444,1,0.833333,0.567797,0.768116,0.190476,0.275676,1,1
Moderate,0.466667,0.595238,0.631579,0.538462,0.447368,0.666667,0.5,0.677778,0.288136,0.652174,0.238095,0.732432,0,1
High,0.588889,0.809524,0.815789,0.410256,0.289474,0.527778,0.75,0,0.09322,0.492754,0.571429,0.283784,0,1
High,0.655556,1,0.789474,0.410256,0.210526,0.666667,0.5,0.222222,0.152542,0.405797,0.238095,0.289189,0,1
Low,0.044444,0.309524,0.447368,0.717949,0.921053,0.277778,1,0.622222,0.144068,0.608696,0.047619,0.562162,0,0
High,0.477778,1,0.868421,0.282051,0.289474,0.611111,0.75,0,0.067797,0.289855,0.571429,0.051351,0,0
Moderate,0.422222,0.642857,0.710526,0.461538,0.631579,0.638889,1,0.633333,0.322034,0.666667,0.47619,0.232432,1,1
Moderate,0.222222,0.595238,0.710526,0.307692,0.5,0.5,0.75,0.633333,0.474576,0.623188,0.285714,0.367568,1,1
High,0.677778,1,0.921053,0.128205,0.289474,0.527778,0.5,0,0,0.144928,0.619048,0.254054,0,1
Moderate,0.544444,0.595238,0.736842,0.25641,0.394737,0.611111,0.5,0.566667,0.432203,0.565217,0.190476,0.186486,0,0
Low,0.166667,0.095238,0.052632,0.769231,0.710526,0.388889,0.75,0.8,0.254237,0.521739,0.047619,0.497297,0,0
Low,0.111111,0.214286,0.394737,0.641026,0.631579,0.694444,1,0.811111,0.491525,0.782609,0.142857,0.578378,0,1
High,0.877778,1,0.868421,0.512821,0,0.611111,0.5,0.077778,0.144068,0.217391,0.47619,0.248649,0,1
Low,0.388889,0.261905,0.473684,0.512821,0.526316,0.805556,0.75,0.8,0.415254,0.652174,0.047619,0.37027,1,0
High,0.722222,1,0.973684,0.205128,0.289474,0.555556,0.75,0,0.050847,0.333333,0.904762,0.108108,1,1
Low,0.366667,0.52381,0.631579,0.461538,0.552632,0.583333,0.75,0.933333,0.516949,0.666667,0.095238,0.227027,1,1
Low,0.033333,0.452381,0.5,0.435897,0.315789,0.805556,1,0.777778,0.084746,0.623188,0.285714,0.697297,0,1
High,0.633333,1,0.842105,0.128205,0.289474,0.361111,0.5,0,0,0.376812,1,0.251351,0,0
Low,0.033333,0.261905,0.473684,0.923077,0.736842,0.777778,1,0.822222,0.838983,0.84058,0.142857,0.578378,0,1
High,0.433333,0.833333,0.736842,0.512821,0.315789,0.527778,1,0.288889,0.237288,0.507246,0.333333,0.408108,0,0
High,0.655556,1,0.868421,0.153846,0.342105,0.666667,0.5,0,0,0.289855,0.571429,0.164865,0,1
High,0.644444,1,0.815789,0.102564,0.421053,0.444444,0.5,0,0,0.173913,0.904762,0.081081,1,0
Low,0.222222,0.190476,0.184211,0.615385,0.868421,0.861111,1,0.922222,0.474576,0.695652,0,0.843243,1,1
Low,0.177778,0.571429,0.657895,0.717949,0.5,0.805556,1,0.644444,0.754237,0.84058,0.285714,0.486486,0,0
High,0.233333,0.97619,0.789474,0.333333,0.447368,0.666667,1,0,0.067797,0.434783,0.333333,0.405405,0,1
Moderate,0.577778,0.619048,0.789474,0.307692,0.315789,0.527778,1,0.522222,0.220339,0.565217,0.47619,0.521622,0,0
High,0.611111,0.952381,0.736842,0.307692,0.236842,0.75,0.5,0.255556,0.220339,0.347826,0.571429,0.224324,0,1
Low,0,0.214286,0.184211,0.769231,0.894737,1,1,1,0.440678,0.855072,0,0.910811,0,0
Low,0.355556,0.380952,0.5,0.538462,0.684211,0.527778,0.75,0.833333,0.40678,0.724638,0.238095,0.651351,1,1
High,0.777778,1,0.868421,0.461538,0.184211,0.388889,0.75,0,0.033898,0.275362,0.809524,0.154054,1,0
Moderate,0.444444,0.880952,0.763158,0.410256,0.236842,0.722222,0.75,0.344444,0.186441,0.550725,0.333333,0.454054,1,0
Low,0.166667,0.5,0.605263,0.615385,0.578947,0.305556,0.75,0.544444,0.262712,0.594203,0.238095,0.745946,1,1
Low,0.211111,0.142857,0.078947,0.820513,0.684211,0.25,1,0.944444,0.40678,0.623188,0.095238,0.259459,1,1
High,0.611111,1,0.815789,0.153846,0.447368,0.388889,0.75,0,0,0.217391,0.619048,0.081081,1,0
Moderate,0.544444,0.880952,0.789474,0.461538,0.105263,0.583333,0.75,0.2,0.228814,0.434783,0.52381,0.216216,0,1
Low,0.255556,0.452381,0.447368,0.641026,0.842105,0.444444,1,0.744444,0.440678,0.710145,0,0.440541,1,1
Low,0.266667,0.119048,0.131579,0.692308,0.763158,0.444444,0.5,0.911111,0.550847,0.710145,0,0.875676,1,0
High,0.5,1,0.868421,0.461538,0.131579,0.472222,0.75,0,0.144068,0.115942,0.571429,0.113514,0,0
Moderate,0.655556,0.619048,0.710526,0.435897,0.526316,0.694444,0.75,0.555556,0.449153,0.681159,0.238095,0.364865,1,1
Moderate,0.311111,0.761905,0.789474,0.487179,0.157895,0.555556,0.75,0.111111,0.09322,0.391304,0.428571,0.389189,0,1
Moderate,0.344444,0.809524,0.842105,0.564103,0.184211,0.75,0.75,0.311111,0.059322,0.289855,0.619048,0.232432,1,1
Moderate,0.577778,0.619048,0.710526,0.358974,0.421053,0.527778,0.75,0.533333,0.355932,0.637681,0.238095,0.551351,1,1
Low,0.277778,0.404762,0.368421,0.538462,0.789474,0.833333,0.75,0.677778,0.398305,0.507246,0.142857,0.240541,1,1
High,0.844444,1,0.868421,0.307692,0.184211,0.388889,0.5,0,0.059322,0.231884,0.714286,0.140541,1,0
Low,0.233333,0.142857,0.052632,0.564103,0.815789,0.694444,1,1,0.466102,0.898551,0,0.610811,1,1
High,0.633333,1,0.789474,0.179487,0.5,0.527778,0.75,0,0.059322,0.144928,0.666667,0.143243,0,0
High,0.488889,1,0.894737,0.358974,0.315789,0.527778,0.75,0.233333,0.186441,0.478261,0.333333,0.078378,0,0
Low,0.1,0.452381,0.710526,0.512821,0.631579,0.777778,1,0.755556,0.279661,0.623188,0.142857,0.727027,0,0
High,0.344444,1,0.894737,0.128205,0.184211,0.666667,0.75,0,0,0.26087,0.619048,0.105405,1,1
Moderate,0.411111,0.785714,0.842105,0.410256,0.342105,0.611111,1,0.377778,0,0.521739,0.333333,0.327027,1,1
High,0.711111,1,0.868421,0.179487,0.421053,0.194444,0.75,0,0.016949,0.173913,0.714286,0.256757,1,0
Moderate,0.488889,0.666667,0.710526,0.333333,0.421053,0.388889,0.75,0.388889,0.322034,0.463768,0.428571,0.518919,0,1
High,0.455556,0.97619,0.894737,0.487179,0.236842,0.444444,0.75,0.066667,0.127119,0.333333,0.666667,0.386486,0,0
High,0.688889,0.904762,0.842105,0.461538,0.315789,0.5,1,0.177778,0.050847,0.362319,0.428571,0.321622,0,1
High,0.544444,1,0.815789,0.435897,0.236842,0.527778,0.5,0.133333,0,0.246377,0.619048,0.337838,0,0
Moderate,0.666667,0.833333,0.894737,0.512821,0.473684,0.388889,0.5,0.166667,0.279661,0.333333,0.380952,0.589189,0,1
Moderate,0.433333,0.809524,0.921053,0.358974,0.210526,0.444444,0.75,0.366667,0.177966,0.478261,0.52381,0.278378,0,0
High,0.477778,1,0.736842,0.333333,0.289474,0.638889,0.75,0,0,0.347826,0.619048,0.218919,0,0
High,0.888889,1,0.894737,0.25641,0.473684,0.305556,0.5,0,0,0.144928,0.809524,0.005405,0,1
High,0.655556,1,0.868421,0.153846,0.236842,0.138889,0.75,0,0,0.173913,0.47619,0.208108,0,1
Moderate,0.344444,0.761905,0.789474,0.282051,0.5,0.611111,0.75,0.433333,0.084746,0.449275,0.190476,0.608108,0,1
High,0.511111,1,0.947368,0.282051,0.315789,0.472222,0.75,0,0.076271,0.289855,0.666667,0.151351,0,0
Low,0.466667,0.5,0.631579,0.666667,0.657895,0.666667,0.75,0.622222,0.372881,0.623188,0.285714,0.3,1,1
Moderate,0.177778,0.619048,0.710526,0.333333,0.447368,0.527778,0.75,0.555556,0.830508,0.855072,0.333333,0.408108,0,1
Low,0.355556,0.119048,0.105263,0.692308,0.657895,0.555556,0.75,0.855556,0.288136,0.768116,0.142857,0.724324,0,0
Moderate,0.377778,0.619048,0.710526,0.358974,0.394737,0.611111,0.75,0.533333,0.313559,0.594203,0.333333,0.681081,1,1
Moderate,0.288889,0.761905,0.842105,0.333333,0.394737,0.305556,0.75,0.444444,0.025424,0.362319,0.285714,0.413514,0,1
High,0.711111,1,0.763158,0.179487,0.263158,0.388889,0.75,0,0,0.231884,0.47619,0.197297,0,0
Low,0.2,0.452381,0.578947,0.615385,0.736842,0.527778,0.75,0.522222,0.245763,0.608696,0.047619,0.518919,1,0
High,0.533333,1,0.868421,0.384615,0.342105,0.472222,1,0.055556,0,0.507246,0.619048,0.197297,1,0
Low,0.1,0.095238,0.131579,0.769231,0.684211,0.583333,1,1,0.5,0.768116,0.142857,0.4,1,1
Low,0.155556,0.333333,0.526316,0.641026,0.815789,0.638889,1,0.722222,0.466102,0.84058,0,0.532432,1,1
Low,0,0.404762,0.526316,0.384615,0.526316,0.722222,0.75,0.622222,0.279661,0.550725,0.047619,0.489189,0,1
Moderate,0.644444,0.571429,0.605263,0.564103,0.263158,0.583333,0.75,0.477778,0.516949,0.666667,0.285714,0.194595,0,1
High,0.711111,1,0.973684,0.307692,0.263158,0.555556,0.5,0,0,0.304348,0.809524,0.227027,0,1
Moderate,0.866667,0.809524,0.789474,0.153846,0.184211,0.611111,0.75,0.322222,0.279661,0.536232,0.190476,0.410811,1,1
Low,0.266667,0.404762,0.394737,0.615385,0.684211,0.75,0.75,0.822222,0.228814,0.681159,0.285714,0.262162,0,0
Moderate,0.5,0.595238,0.763158,0.410256,0.368421,0.722222,0.75,0.566667,0.330508,0.594203,0.238095,0.705405,1,1
High,1,1,0.842105,0.282051,0.394737,0.555556,0.5,0,0,0.231884,1,0.159459,0,1
Low,0.322222,0.52381,0.605263,0.615385,0.526316,0.527778,0.75,0.733333,0.745763,0.724638,0.285714,0.448649,1,1
Moderate,0.177778,0.809524,0.815789,0.435897,0.605263,0.583333,0.75,0.366667,0.144068,0.391304,0.52381,0.189189,1,0
Moderate,0.266667,0.619048,0.763158,0.410256,0.5,0.583333,1,0.755556,0.728814,0.768116,0.190476,0.343243,0,1
Moderate,0.5,0.642857,0.789474,0.25641,0.421053,0.694444,0.75,0.388889,0.432203,0.608696,0.47619,0.362162,1,0
Moderate,0.288889,0.595238,0.763158,0.641026,0.526316,0.555556,0.75,0.733333,0.330508,0.623188,0.142857,0.518919,1,1
High,0.522222,1,0.894737,0.564103,0.315789,0.638889,0.5,0,0.042373,0.217391,0.714286,0.402703,0,0
High,0.577778,1,0.789474,0.435897,0.421053,0.25,0.5,0,0.127119,0.26087,0.52381,0.032432,1,0
High,0.455556,1,0.868421,0.487179,0.315789,0.25,0.75,0,0,0.275362,0.380952,0.137838,0,1
High,0.333333,0.880952,0.789474,0.307692,0.315789,0.777778,0.75,0.177778,0.118644,0.434783,0.666667,0.197297,1,1
High,0.444444,1,0.894737,0.282051,0.342105,0.611111,1,0,0.016949,0.173913,0.380952,0.218919,0,0
High,0.488889,1,0.842105,0.307692,0.421053,0.722222,0.75,0,0.101695,0.130435,0.952381,0.118919,0,0
Moderate,0.588889,0.785714,0.815789,0.205128,0.263158,0.277778,0.75,0.255556,0.152542,0.536232,0.47619,0.437838,1,0
High,0.4,1,0.763158,0.461538,0.052632,0.611111,0.5,0.022222,0.118644,0.304348,0.619048,0.305405,1,1
Moderate,0.577778,0.547619,0.684211,0.358974,0.5,0.305556,0.75,0.155556,0.288136,0.666667,0.238095,0.186486,0,0
Low,0.422222,0.404762,0.342105,0.692308,0.710526,0.694444,1,0.622222,0.347458,0.724638,0.333333,0.432432,0,1
Low,0.133333,0.02381,0.078947,0.74359,0.605263,0.666667,1,1,0.322034,0.797101,0.095238,0.92973,0,0
Moderate,0.466667,0.571429,0.684211,0.435897,0.342105,0.555556,0.75,0.5,0.237288,0.565217,0.285714,0.6,0,1
Moderate,0.422222,0.595238,0.736842,0.538462,0.368421,0.694444,0.5,0.4,0.228814,0.565217,0.190476,0.705405,0,0
Low,0.644444,0.547619,0.526316,0.641026,0.394737,0.472222,0.75,0.744444,0.652542,0.797101,0.095238,0.572973,0,1
Moderate,0.466667,0.738095,0.736842,0.282051,0.368421,0.527778,0.75,0.133333,0,0.347826,0.380952,0.432432,0,0
